"","period","dias_rest","Comuns","Cs","CUP","ERC","Junts","PDeCAT","PP","PSC","Vox","Comuns.Enc","Cs.Enc","CUP.Enc","ERC.Enc","Junts.Enc","PP.Enc","PSC.Enc","Vox.Enc","PDeCAT.Enc"
"159",2018-06-26,964,7.5,24,5.8,21.9,20,NA,4.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",2018-06-27,963,7.5,24,5.8,21.9,20,NA,4.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2018-06-28,962,7.5,24,5.9,22,20,NA,4.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2018-06-29,961,7.5,24,5.9,22,20,NA,4.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2018-06-30,960,7.5,23.9,5.9,22,19.9,NA,4.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2018-07-01,959,7.5,23.9,5.9,22,19.9,NA,4.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2018-07-02,958,7.5,23.9,5.9,22,19.9,NA,4.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",2018-07-03,957,7.5,23.9,5.9,22.1,19.9,NA,4.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",2018-07-04,956,7.6,23.8,5.9,22.1,19.8,NA,4.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2018-07-05,955,7.6,23.8,5.9,22.1,19.8,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",2018-07-06,954,7.6,23.8,5.9,22.1,19.8,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",2018-07-07,953,7.6,23.8,5.9,22.2,19.8,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2018-07-08,952,7.6,23.7,5.9,22.2,19.8,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",2018-07-09,951,7.6,23.7,5.9,22.2,19.7,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2018-07-10,950,7.6,23.7,5.9,22.2,19.7,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2018-07-11,949,7.6,23.7,5.9,22.2,19.7,NA,4.2,14.2,NA,8.5,21.5,6.5,23.5,16.5,4.5,15.5,NA,NA
"175",2018-07-12,948,7.6,23.7,5.9,22.2,19.7,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2018-07-13,947,7.6,23.6,5.9,22.2,19.7,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",2018-07-14,946,7.6,23.6,5.9,22.3,19.7,NA,4.2,14.3,NA,7.8,21.4,7,24,17.9,3.8,15.5,NA,NA
"178",2018-07-15,945,7.6,23.6,5.9,22.3,19.6,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",2018-07-16,944,7.6,23.6,5.9,22.3,19.6,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",2018-07-17,943,7.6,23.6,5.9,22.3,19.6,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",2018-07-18,942,7.7,23.6,5.9,22.3,19.6,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",2018-07-19,941,7.7,23.6,5.9,22.3,19.6,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",2018-07-20,940,7.7,23.5,6,22.3,19.6,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",2018-07-21,939,7.7,23.5,6,22.3,19.5,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",2018-07-22,938,7.7,23.5,6,22.3,19.5,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",2018-07-23,937,7.7,23.5,6,22.4,19.5,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",2018-07-24,936,7.7,23.5,6,22.4,19.5,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",2018-07-25,935,7.7,23.5,6,22.4,19.5,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",2018-07-26,934,7.7,23.5,6,22.4,19.5,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",2018-07-27,933,7.7,23.5,6,22.4,19.5,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",2018-07-28,932,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",2018-07-29,931,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",2018-07-30,930,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",2018-07-31,929,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",2018-08-01,928,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",2018-08-02,927,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",2018-08-03,926,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",2018-08-04,925,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",2018-08-05,924,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",2018-08-06,923,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",2018-08-07,922,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",2018-08-08,921,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",2018-08-09,920,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",2018-08-10,919,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",2018-08-11,918,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",2018-08-12,917,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",2018-08-13,916,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2018-08-14,915,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2018-08-15,914,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",2018-08-16,913,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",2018-08-17,912,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",2018-08-18,911,7.7,23.4,6,22.4,19.4,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",2018-08-19,910,7.7,23.3,6,22.4,19.3,NA,4.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",2018-08-20,909,7.7,23.3,6,22.4,19.3,NA,4.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",2018-08-21,908,7.7,23.3,6,22.4,19.3,NA,4.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",2018-08-22,907,7.7,23.3,6,22.5,19.3,NA,4.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",2018-08-23,906,7.7,23.3,6,22.5,19.3,NA,4.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",2018-08-24,905,7.7,23.3,6,22.5,19.3,NA,4.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",2018-08-25,904,7.7,23.3,6,22.5,19.3,NA,4.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",2018-08-26,903,7.7,23.3,6,22.5,19.3,NA,4.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",2018-08-27,902,7.7,23.3,6,22.5,19.3,NA,4.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",2018-08-28,901,7.7,23.3,6,22.5,19.3,NA,4.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",2018-08-29,900,7.7,23.3,6,22.5,19.3,NA,4.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",2018-08-30,899,7.7,23.3,6,22.5,19.3,NA,4.2,14.5,NA,7.3,22.3,5.5,25.1,18.4,5.1,14.9,NA,NA
"225",2018-08-31,898,7.7,23.3,6,22.5,19.3,NA,4.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",2018-09-01,897,7.6,23.3,6,22.5,19.3,NA,4.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",2018-09-02,896,7.6,23.3,6,22.6,19.3,NA,4.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",2018-09-03,895,7.6,23.3,6,22.6,19.2,NA,4.3,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",2018-09-04,894,7.6,23.3,6,22.6,19.2,NA,4.3,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",2018-09-05,893,7.6,23.3,6,22.6,19.2,NA,4.3,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",2018-09-06,892,7.6,23.3,6,22.6,19.2,NA,4.3,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",2018-09-07,891,7.6,23.3,6,22.6,19.2,NA,4.3,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",2018-09-08,890,7.6,23.3,6,22.7,19.2,NA,4.3,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",2018-09-09,889,7.6,23.3,6,22.7,19.1,NA,4.2,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",2018-09-10,888,7.6,23.3,6,22.7,19.1,NA,4.2,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",2018-09-11,887,7.6,23.3,6,22.7,19.1,NA,4.2,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",2018-09-12,886,7.6,23.3,6,22.8,19.1,NA,4.2,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",2018-09-13,885,7.6,23.3,6,22.8,19.1,NA,4.2,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",2018-09-14,884,7.6,23.3,6,22.8,19,NA,4.2,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",2018-09-15,883,7.6,23.3,6,22.8,19,NA,4.2,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",2018-09-16,882,7.6,23.3,6,22.8,19,NA,4.2,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",2018-09-17,881,7.6,23.3,6,22.9,19,NA,4.2,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",2018-09-18,880,7.6,23.3,6,22.9,19,NA,4.2,14.7,NA,7,21.9,7,27.7,14.9,3.2,16.1,NA,NA
"244",2018-09-19,879,7.6,23.2,6,22.9,18.9,NA,4.2,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",2018-09-20,878,7.6,23.2,6,22.9,18.9,NA,4.2,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",2018-09-21,877,7.6,23.2,6,22.9,18.9,NA,4.2,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",2018-09-22,876,7.6,23.2,6,22.9,18.9,NA,4.2,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",2018-09-23,875,7.6,23.2,6,23,18.9,NA,4.2,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",2018-09-24,874,7.6,23.2,6,23,18.9,NA,4.2,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",2018-09-25,873,7.6,23.2,6,23,18.8,NA,4.2,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",2018-09-26,872,7.5,23.2,6,23,18.8,NA,4.2,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",2018-09-27,871,7.5,23.2,6,23,18.8,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",2018-09-28,870,7.5,23.2,6,23,18.8,NA,4.2,14.8,NA,6.5,23.7,3.9,23.9,16.2,5.3,15.8,NA,NA
"254",2018-09-29,869,7.5,23.2,6,23.1,18.8,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",2018-09-30,868,7.5,23.2,6,23.1,18.8,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",2018-10-01,867,7.5,23.2,6,23.1,18.7,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",2018-10-02,866,7.5,23.2,6,23.1,18.7,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",2018-10-03,865,7.5,23.2,6,23.1,18.7,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",2018-10-04,864,7.5,23.2,6,23.1,18.7,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",2018-10-05,863,7.5,23.2,6,23.2,18.7,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",2018-10-06,862,7.5,23.2,6,23.2,18.7,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",2018-10-07,861,7.5,23.2,6,23.2,18.6,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",2018-10-08,860,7.5,23.2,6,23.2,18.6,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",2018-10-09,859,7.5,23.2,6,23.2,18.6,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",2018-10-10,858,7.5,23.2,6,23.2,18.6,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",2018-10-11,857,7.5,23.2,6,23.2,18.6,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",2018-10-12,856,7.5,23.2,6,23.2,18.6,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",2018-10-13,855,7.5,23.2,6,23.2,18.6,NA,4.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",2018-10-14,854,7.5,23.2,6,23.2,18.5,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",2018-10-15,853,7.5,23.2,6,23.3,18.5,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",2018-10-16,852,7.5,23.2,6,23.3,18.5,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",2018-10-17,851,7.5,23.2,6,23.3,18.5,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",2018-10-18,850,7.5,23.2,6,23.3,18.5,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",2018-10-19,849,7.5,23.2,6,23.3,18.5,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",2018-10-20,848,7.5,23.2,6,23.3,18.5,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",2018-10-21,847,7.5,23.2,6,23.3,18.5,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",2018-10-22,846,7.5,23.2,6,23.3,18.4,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",2018-10-23,845,7.5,23.2,6,23.3,18.4,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",2018-10-24,844,7.5,23.2,6,23.3,18.4,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2018-10-25,843,7.5,23.2,6,23.3,18.4,NA,4.2,14.9,NA,7.5,22.5,7.4,25.3,14.5,3.5,17.3,NA,NA
"281",2018-10-26,842,7.5,23.2,6,23.3,18.4,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",2018-10-27,841,7.5,23.2,6,23.3,18.4,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",2018-10-28,840,7.5,23.2,6,23.4,18.4,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2018-10-29,839,7.5,23.2,6,23.4,18.4,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",2018-10-30,838,7.5,23.2,6,23.4,18.4,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",2018-10-31,837,7.5,23.2,6,23.4,18.3,NA,4.2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",2018-11-01,836,7.5,23.1,6.1,23.4,18.3,NA,4.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",2018-11-02,835,7.6,23.1,6.1,23.4,18.3,NA,4.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",2018-11-03,834,7.6,23.1,6.1,23.4,18.3,NA,4.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",2018-11-04,833,7.6,23.1,6.1,23.4,18.3,NA,4.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",2018-11-05,832,7.6,23.1,6.1,23.4,18.3,NA,4.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",2018-11-06,831,7.6,23.1,6.1,23.4,18.3,NA,4.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",2018-11-07,830,7.6,23.1,6.1,23.4,18.3,NA,4.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",2018-11-08,829,7.6,23.1,6.1,23.4,18.3,NA,4.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",2018-11-09,828,7.6,23.1,6.1,23.4,18.2,NA,4.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",2018-11-10,827,7.6,23.1,6.1,23.4,18.2,NA,4.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",2018-11-11,826,7.6,23.1,6.1,23.4,18.2,NA,4.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",2018-11-12,825,7.6,23.1,6.1,23.4,18.2,NA,4.2,15,NA,10.4,21.4,8.5,25.1,14.8,3.3,14.5,NA,NA
"299",2018-11-13,824,7.6,23.1,6.1,23.4,18.2,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",2018-11-14,823,7.6,23.1,6.1,23.4,18.2,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",2018-11-15,822,7.6,23.1,6.2,23.5,18.2,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",2018-11-16,821,7.6,23.1,6.2,23.5,18.2,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",2018-11-17,820,7.6,23.1,6.2,23.5,18.2,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",2018-11-18,819,7.6,23.1,6.2,23.5,18.2,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",2018-11-19,818,7.6,23.1,6.2,23.5,18.2,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",2018-11-20,817,7.6,23,6.2,23.5,18.2,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",2018-11-21,816,7.6,23,6.2,23.5,18.1,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",2018-11-22,815,7.7,23,6.2,23.5,18.1,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",2018-11-23,814,7.7,23,6.2,23.5,18.1,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",2018-11-24,813,7.7,23,6.2,23.5,18.1,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",2018-11-25,812,7.7,23,6.2,23.5,18.1,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",2018-11-26,811,7.7,23,6.2,23.5,18.1,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",2018-11-27,810,7.7,23,6.2,23.5,18.1,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",2018-11-28,809,7.7,23,6.2,23.5,18.1,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",2018-11-29,808,7.7,23,6.2,23.5,18.1,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",2018-11-30,807,7.7,23,6.2,23.5,18.1,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",2018-12-01,806,7.7,23,6.2,23.5,18.1,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",2018-12-02,805,7.7,23,6.2,23.5,18.1,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",2018-12-03,804,7.7,23,6.2,23.5,18.1,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",2018-12-04,803,7.7,23,6.2,23.5,18,NA,4.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
